"1 _ 1",,
"Time","Force","Stroke"
"sec","N","mm"
"7.64","682.2022","1.2735"
"7.65","682.8324","1.275167"
"7.66","683.4745","1.2768"
"7.67","684.1151","1.278467"
"7.68","684.7516","1.2801"
"7.69","685.397","1.281767"
"7.7","686.0455","1.283467"
"7.71","686.6797","1.285133"
"7.72","687.2972","1.2868"
"7.73","687.9218","1.288467"
"7.74","688.5679","1.290133"
"7.75","689.2196","1.291767"
"7.76","689.8586","1.293467"
"7.77","690.4999","1.295133"
"7.78","691.1572","1.2968"
"7.79","691.8232","1.298467"
"7.8","692.482","1.300167"
"7.81","693.1384","1.3018"
"7.82","693.8052","1.303467"
"7.83","694.4783","1.305133"
"7.84","695.1396","1.3068"
"7.85","695.7857","1.308467"
"7.86","696.4294","1.310133"
"7.87","697.0763","1.311833"
"7.88","697.7145","1.313467"
"7.89","698.3487","1.315133"
"7.9","698.9924","1.3168"
"7.91","699.637","1.318467"
"7.92","700.2624","1.320133"
"7.93","700.8743","1.3218"
"7.94","701.4982","1.323467"
"7.95","702.1356","1.3251"
"7.96","702.7634","1.3268"
"7.97","703.3729","1.3285"
"7.98","703.9793","1.330167"
"7.99","704.5984","1.3318"
"8","705.2223","1.3335"
"8.01","705.8374","1.335133"
"8.02","706.443","1.336767"
"8.03","707.0494","1.338467"
"8.04","707.6502","1.340133"
"8.05","708.2415","1.3418"
"8.06","708.8367","1.3435"
"8.07","709.4455","1.345133"
"8.08","710.0574","1.3468"
"8.09","710.6622","1.348467"
"8.1","711.2598","1.350133"
"8.11","711.8575","1.3518"
"8.12","712.4519","1.353467"
"8.13","713.0432","1.355133"
"8.14","713.6305","1.3568"
"8.15","714.2139","1.358467"
"8.16","714.7908","1.3601"
"8.17","715.3646","1.3618"
"8.18","715.9352","1.363467"
"8.19","716.5027","1.365133"
"8.2","717.0733","1.366833"
"8.21","717.6479","1.368467"
"8.22","718.2217","1.370133"
"8.23","718.7931","1.3718"
"8.24","719.3589","1.373467"
"8.25","719.9224","1.375133"
"8.26","720.4922","1.376833"
"8.27","721.0715","1.3785"
"8.28","721.6445","1.380133"
"8.29","722.2088","1.3818"
"8.3","722.777","1.3835"
"8.31","723.3596","1.385167"
"8.32","723.9413","1.3868"
"8.33","724.512","1.388467"
"8.34","725.0802","1.390133"
"8.35","725.6484","1.3918"
"8.36","726.2087","1.393467"
"8.37","726.7571","1.395167"
"8.38","727.311","1.3968"
"8.39","727.8776","1.398467"
"8.4","728.4451","1.400133"
"8.41","729.0045","1.401767"
"8.42","729.5632","1.403433"
"8.43","730.1315","1.405133"
"8.44","730.6981","1.4068"
